"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total",
"0500000US24037","St. Mary's County, Maryland","113209","null","*****","*****",
"0500000US24039","Somerset County, Maryland","24834","null","*****","*****",
"0500000US24041","Talbot County, Maryland","37510","null","*****","*****",
"0500000US24043","Washington County, Maryland","153956","null","*****","*****",
"0500000US24045","Wicomico County, Maryland","103223","null","*****","*****",
"0500000US24047","Worcester County, Maryland","52322","null","*****","*****",
"0500000US24510","Baltimore city, Maryland","592211","null","*****","*****",
"0500000US25001","Barnstable County, Massachusetts","227942","null","*****","*****",
"0500000US25003","Berkshire County, Massachusetts","129089","null","*****","*****",
"0500000US25005","Bristol County, Massachusetts","576070","null","*****","*****",
"0500000US25007","Dukes County, Massachusetts","20277","null","*****","*****",
"0500000US25009","Essex County, Massachusetts","804598","null","*****","*****",
"0500000US25011","Franklin County, Massachusetts","71085","null","*****","*****",
"0500000US25013","Hampden County, Massachusetts","466265","null","*****","*****",
"0500000US25015","Hampshire County, Massachusetts","161810","null","*****","*****",
"0500000US25017","Middlesex County, Massachusetts","1623411","null","*****","*****",
"0500000US25019","Nantucket County, Massachusetts","13795","null","*****","*****",
"0500000US25021","Norfolk County, Massachusetts","720403","null","*****","*****",
"0500000US25023","Plymouth County, Massachusetts","527602","null","*****","*****",
"0500000US25025","Suffolk County, Massachusetts","792647","null","*****","*****",
"0500000US25027","Worcester County, Massachusetts","856858","null","*****","*****",
"0500000US26001","Alcona County, Michigan","10138","null","*****","*****",
"0500000US26003","Alger County, Michigan","8911","null","*****","*****",
"0500000US26005","Allegan County, Michigan","119418","null","*****","*****",
"0500000US26007","Alpena County, Michigan","28913","null","*****","*****",
"0500000US26009","Antrim County, Michigan","23427","null","*****","*****",
"0500000US26011","Arenac County, Michigan","15009","null","*****","*****",
"0500000US26013","Baraga County, Michigan","8249","null","*****","*****",
"0500000US26015","Barry County, Michigan","62014","null","*****","*****",
"0500000US26017","Bay County, Michigan","104050","null","*****","*****",
"0500000US26019","Benzie County, Michigan","17926","null","*****","*****",
"0500000US26021","Berrien County, Michigan","154263","null","*****","*****",
"0500000US26023","Branch County, Michigan","44677","null","*****","*****",
"0500000US26025","Calhoun County, Michigan","134207","null","*****","*****",
"0500000US26027","Cass County, Michigan","51632","null","*****","*****",
"0500000US26029","Charlevoix County, Michigan","26109","null","*****","*****",
"0500000US26031","Cheboygan County, Michigan","25654","null","*****","*****",
"0500000US26033","Chippewa County, Michigan","37091","null","*****","*****",
"0500000US26035","Clare County, Michigan","30827","null","*****","*****",
"0500000US26037","Clinton County, Michigan","78895","null","*****","*****",
"0500000US26039","Crawford County, Michigan","13102","null","*****","*****",
"0500000US26041","Delta County, Michigan","36836","null","*****","*****",
"0500000US26043","Dickinson County, Michigan","25954","null","*****","*****",
"0500000US26045","Eaton County, Michigan","108972","null","*****","*****",
"0500000US26047","Emmet County, Michigan","33946","null","*****","*****",
"0500000US26049","Genesee County, Michigan","406400","null","*****","*****",
"0500000US26051","Gladwin County, Michigan","25344","null","*****","*****",
"0500000US26053","Gogebic County, Michigan","14858","null","*****","*****",
"0500000US26055","Grand Traverse County, Michigan","94562","null","*****","*****",
"0500000US26057","Gratiot County, Michigan","41758","null","*****","*****",
"0500000US26059","Hillsdale County, Michigan","45673","null","*****","*****",
"0500000US26061","Houghton County, Michigan","37485","null","*****","*****",
"0500000US26063","Huron County, Michigan","31542","null","*****","*****",
"0500000US26065","Ingham County, Michigan","285660","null","*****","*****",
"0500000US26067","Ionia County, Michigan","66564","null","*****","*****",
"0500000US26069","Iosco County, Michigan","25262","null","*****","*****",
"0500000US26071","Iron County, Michigan","11580","null","*****","*****",
"0500000US26073","Isabella County, Michigan","65623","null","*****","*****",
"0500000US26075","Jackson County, Michigan","160765","null","*****","*****",
"0500000US26077","Kalamazoo County, Michigan","261280","null","*****","*****",
"0500000US26079","Kalkaska County, Michigan","17813","null","*****","*****",
"0500000US26081","Kent County, Michigan","654958","null","*****","*****",
"0500000US26083","Keweenaw County, Michigan","2052","null","*****","*****",
"0500000US26085","Lake County, Michigan","12248","null","*****","*****",
"0500000US26087","Lapeer County, Michigan","88644","null","*****","*****",
"0500000US26089","Leelanau County, Michigan","22251","null","*****","*****",
"0500000US26091","Lenawee County, Michigan","99346","null","*****","*****",
"0500000US26093","Livingston County, Michigan","193234","null","*****","*****",
"0500000US26095","Luce County, Michigan","5520","null","*****","*****",
"0500000US26097","Mackinac County, Michigan","10814","null","*****","*****",
"0500000US26099","Macomb County, Michigan","879123","null","*****","*****",
"0500000US26101","Manistee County, Michigan","24939","null","*****","*****",
"0500000US26103","Marquette County, Michigan","66380","null","*****","*****",
"0500000US26105","Mason County, Michigan","29103","null","*****","*****",
"0500000US26107","Mecosta County, Michigan","40051","null","*****","*****",
"0500000US26109","Menominee County, Michigan","23477","null","*****","*****",
"0500000US26111","Midland County, Michigan","83467","null","*****","*****",
"0500000US26113","Missaukee County, Michigan","15038","null","*****","*****",
"0500000US26115","Monroe County, Michigan","154068","null","*****","*****",
"0500000US26117","Montcalm County, Michigan","66430","null","*****","*****",
"0500000US26119","Montmorency County, Michigan","9164","null","*****","*****",
"0500000US26121","Muskegon County, Michigan","175633","null","*****","*****",
"0500000US26123","Newaygo County, Michigan","49653","null","*****","*****",
"0500000US26125","Oakland County, Michigan","1271983","null","*****","*****",
"0500000US26127","Oceana County, Michigan","26555","null","*****","*****",
"0500000US26129","Ogemaw County, Michigan","20745","null","*****","*****",
"0500000US26131","Ontonagon County, Michigan","5891","null","*****","*****",
"0500000US26133","Osceola County, Michigan","22917","null","*****","*****",
"0500000US26135","Oscoda County, Michigan","8206","null","*****","*****",
"0500000US26137","Otsego County, Michigan","25016","null","*****","*****",
"0500000US26139","Ottawa County, Michigan","293713","null","*****","*****",
"0500000US26141","Presque Isle County, Michigan","12976","null","*****","*****",
"0500000US26143","Roscommon County, Michigan","23458","null","*****","*****",
"0500000US26145","Saginaw County, Michigan","190540","null","*****","*****",
"0500000US26147","St. Clair County, Michigan","160067","null","*****","*****",
"0500000US26149","St. Joseph County, Michigan","60828","null","*****","*****",
"0500000US26151","Sanilac County, Michigan","40829","null","*****","*****",
"0500000US26153","Schoolcraft County, Michigan","8004","null","*****","*****",
"0500000US26155","Shiawassee County, Michigan","68203","null","*****","*****",
"0500000US26157","Tuscola County, Michigan","53288","null","*****","*****",
"0500000US26159","Van Buren County, Michigan","75550","null","*****","*****",
"0500000US26161","Washtenaw County, Michigan","372428","null","*****","*****",
"0500000US26163","Wayne County, Michigan","1789781","null","*****","*****",
"0500000US26165","Wexford County, Michigan","33552","null","*****","*****",
"0500000US27001","Aitkin County, Minnesota","15747","null","*****","*****",
"0500000US27003","Anoka County, Minnesota","360773","null","*****","*****",
"0500000US27005","Becker County, Minnesota","34995","null","*****","*****",
"0500000US27007","Beltrami County, Minnesota","46033","null","*****","*****",
"0500000US27009","Benton County, Minnesota","41087","null","*****","*****",
"0500000US27011","Big Stone County, Minnesota","5155","null","*****","*****",
"0500000US27013","Blue Earth County, Minnesota","68575","null","*****","*****",
"0500000US27015","Brown County, Minnesota","25894","null","*****","*****",
"0500000US27017","Carlton County, Minnesota","36145","null","*****","*****",
"0500000US27019","Carver County, Minnesota","105694","null","*****","*****",
"0500000US27021","Cass County, Minnesota","29917","null","*****","*****",
"0500000US27023","Chippewa County, Minnesota","12509","null","*****","*****",
"0500000US27025","Chisago County, Minnesota","56328","null","*****","*****",
"0500000US27027","Clay County, Minnesota","64975","null","*****","*****",
"0500000US27029","Clearwater County, Minnesota","8525","null","*****","*****",
"0500000US27031","Cook County, Minnesota","5574","null","*****","*****",
"0500000US27033","Cottonwood County, Minnesota","11484","null","*****","*****",
"0500000US27035","Crow Wing County, Minnesota","65879","null","*****","*****",
"0500000US27037","Dakota County, Minnesota","435863","null","*****","*****",
"0500000US27039","Dodge County, Minnesota","20798","null","*****","*****",
"0500000US27041","Douglas County, Minnesota","38742","null","*****","*****",
"0500000US27043","Faribault County, Minnesota","13933","null","*****","*****",
"0500000US27045","Fillmore County, Minnesota","21179","null","*****","*****",
"0500000US27047","Freeborn County, Minnesota","30882","null","*****","*****",
"0500000US27049","Goodhue County, Minnesota","47503","null","*****","*****",
"0500000US27051","Grant County, Minnesota","6045","null","*****","*****",
"0500000US27053","Hennepin County, Minnesota","1270283","null","*****","*****",
"0500000US27055","Houston County, Minnesota","18806","null","*****","*****",
"0500000US27057","Hubbard County, Minnesota","21219","null","*****","*****",
"0500000US27059","Isanti County, Minnesota","40604","null","*****","*****",
"0500000US27061","Itasca County, Minnesota","44969","null","*****","*****",
"0500000US27063","Jackson County, Minnesota","10016","null","*****","*****",
"0500000US27065","Kanabec County, Minnesota","16004","null","*****","*****",
"0500000US27067","Kandiyohi County, Minnesota","43504","null","*****","*****",
"0500000US27069","Kittson County, Minnesota","4213","null","*****","*****",
"0500000US27071","Koochiching County, Minnesota","12203","null","*****","*****",
"0500000US27073","Lac qui Parle County, Minnesota","6753","null","*****","*****",
"0500000US27075","Lake County, Minnesota","10835","null","*****","*****",
"0500000US27077","Lake of the Woods County, Minnesota","3757","null","*****","*****",
"0500000US27079","Le Sueur County, Minnesota","28567","null","*****","*****",
"0500000US27081","Lincoln County, Minnesota","5655","null","*****","*****",
"0500000US27083","Lyon County, Minnesota","25477","null","*****","*****",
"0500000US27085","McLeod County, Minnesota","36662","null","*****","*****",
"0500000US27087","Mahnomen County, Minnesota","5429","null","*****","*****",
"0500000US27089","Marshall County, Minnesota","9082","null","*****","*****",
"0500000US27091","Martin County, Minnesota","20070","null","*****","*****",
"0500000US27093","Meeker County, Minnesota","23268","null","*****","*****",
"0500000US27095","Mille Lacs County, Minnesota","26397","null","*****","*****",
"0500000US27097","Morrison County, Minnesota","33876","null","*****","*****",
"0500000US27099","Mower County, Minnesota","39985","null","*****","*****",
"0500000US27101","Murray County, Minnesota","8224","null","*****","*****",
"0500000US27103","Nicollet County, Minnesota","34295","null","*****","*****",
"0500000US27105","Nobles County, Minnesota","22223","null","*****","*****",
"0500000US27107","Norman County, Minnesota","6500","null","*****","*****",
"0500000US27109","Olmsted County, Minnesota","160928","null","*****","*****",
"0500000US27111","Otter Tail County, Minnesota","59728","null","*****","*****",
"0500000US27113","Pennington County, Minnesota","14063","null","*****","*****",
